lr,time,accuracy_mean,accuracy_std
0.0007,362.53023386001587,0.7751999855041504,0.00682347926152022
4.9e-07,363.3307867050171,0.10740000009536743,0.016032466220192852
3.43e-10,361.88424921035767,0.12200000286102294,0.02128849708968232
2.401e-13,362.65409088134766,0.13040000051259995,0.04830155282357832
1.6807e-16,361.7377042770386,0.1361999973654747,0.07751489941021139
1.17649e-19,361.6663889884949,0.17360000386834146,0.09733365673395772
8.235429999999999e-23,361.1223077774048,0.12639999985694886,0.03736629567818548
5.764801e-26,363.0229642391205,0.12800000011920928,0.01454647618944589
4.0353606999999995e-29,362.4080710411072,0.13999999612569808,0.08432081078571502
