nepcoh,nlayer,lr,reg,dropout,verbose,residual,time,mean,std
200,2,0.000561922,0.442583383,0.2,FALSE,TRUE,20.85691953,0.804500043,0.003499985
200,3,0.000687075,0.171853403,0.4,FALSE,TRUE,29.22028089,0.773500025,0.00150001
200,5,0.007533178,0.053572961,0.1,FALSE,TRUE,45.70645618,0.805000037,0.01699999
200,4,0.003308742,0.034026643,0.1,FALSE,TRUE,37.18963361,0.809500039,0.00849998
200,2,0.005265451,0.036840047,0.3,FALSE,TRUE,20.61093783,0.794500023,0.003500015
200,5,0.000886639,0.116885397,0.1,FALSE,TRUE,45.96042609,0.775500029,0.001499981
200,5,0.003822397,0.035585681,0.1,FALSE,TRUE,45.6708715,0.806000024,0.006000012
200,2,0.002777171,0.190876131,0.1,FALSE,TRUE,20.57823229,0.800500035,0.000500023
200,5,0.000693249,0.348954372,0.5,FALSE,TRUE,45.69215393,0.149000004,0.023000002
200,3,0.012736412,0.211236919,0.1,FALSE,TRUE,29.09338474,0.809500039,0.015500009
200,3,0.01379891,0.035864474,0.3,FALSE,TRUE,28.90599227,0.803000033,0.004999995
200,2,0.004498429,0.067731234,0.3,FALSE,TRUE,20.50673795,0.800500035,0.002499998
200,3,0.0013848,0.014827958,0.5,FALSE,TRUE,29.10592198,0.797500044,0.009499997
200,2,0.002630401,0.061486165,0.3,FALSE,TRUE,20.46660948,0.799500048,0.003499985
200,3,0.007537328,0.321710195,0.1,FALSE,TRUE,28.94049191,0.77700004,0.002999991
200,2,0.000743861,0.060007504,0.1,FALSE,TRUE,20.66083026,0.79400003,0.005999982
200,4,0.009046143,0.019102941,0.5,FALSE,TRUE,37.39045882,0.757000029,0.037999988
200,2,0.014969547,0.032799586,0.3,FALSE,TRUE,20.51960087,0.796000034,0.006999999
200,3,0.001016482,0.157926941,0.5,FALSE,TRUE,29.22721171,0.796500027,0.002499998
200,2,0.009053371,0.049331006,0.2,FALSE,TRUE,20.48952484,0.805000037,0.014000028
200,5,0.000748936,0.128494885,0.4,FALSE,TRUE,45.83439445,0.619500041,0.077499986
200,2,0.006826094,0.026326518,0.3,FALSE,TRUE,20.4728775,0.799000025,0.000999987
200,3,0.012584468,0.220007723,0.3,FALSE,TRUE,28.88427138,0.790000051,0.006000012
200,4,0.004283404,0.115645006,0.1,FALSE,TRUE,37.28431654,0.794500053,0.006500006
200,4,0.000525465,0.095510514,0.5,FALSE,TRUE,37.62420321,0.571500033,0.073500007
200,3,0.008150288,0.177023542,0.3,FALSE,TRUE,28.77318716,0.787500054,0.005499989
200,4,0.001773737,0.093988351,0.1,FALSE,TRUE,37.23983908,0.798000038,0.001999974
200,3,0.010153484,0.02099013,0.1,FALSE,TRUE,28.84197664,0.796000034,0.005000025
200,4,0.007216341,0.019073416,0.4,FALSE,TRUE,37.40317917,0.796500027,0.010500014
200,2,0.000717991,0.023757333,0.2,FALSE,TRUE,20.71867085,0.773500055,0.014499992
200,3,0.003807136,0.197446304,0.1,FALSE,TRUE,29.00225449,0.788000047,0.004000008
200,2,0.001887089,0.285051919,0.1,FALSE,TRUE,20.60695791,0.798000038,0.004999995
200,5,0.003484221,0.01568615,0.3,FALSE,TRUE,45.78944755,0.811500043,0.001499981
200,3,0.009605707,0.07552657,0.2,FALSE,TRUE,28.9871726,0.808500022,0.004500002
200,4,0.015548277,0.467111271,0.3,FALSE,TRUE,37.30108881,0.516500026,0.005499989
200,3,0.001835631,0.072489627,0.1,FALSE,TRUE,29.0016768,0.809500039,0.00150001
200,2,0.00111006,0.472864467,0.1,FALSE,TRUE,20.68860531,0.800000042,0.006000012
200,2,0.00071762,0.106121767,0.3,FALSE,TRUE,20.63011718,0.811500043,0.003500015
200,4,0.005014542,0.346435656,0.5,FALSE,TRUE,37.27585888,0.375000015,0.105000004
200,3,0.00628641,0.029059373,0.4,FALSE,TRUE,29.08066058,0.803000033,0.000999987
200,2,0.001540536,0.241462311,0.3,FALSE,TRUE,20.65671277,0.809500039,0.00150001
200,4,0.003149096,0.032768535,0.3,FALSE,TRUE,37.39823604,0.804500014,0.004500002
200,3,0.005211632,0.014086571,0.3,FALSE,TRUE,28.98656821,0.791000038,0.002999991
200,3,0.008231623,0.027314142,0.2,FALSE,TRUE,28.97563505,0.806500047,0.013500005
200,4,0.006488021,0.015473852,0.3,FALSE,TRUE,37.31191111,0.80400002,0.00999999
200,2,0.00212577,0.02868967,0.1,FALSE,TRUE,20.59451079,0.795000017,0.004999995
200,2,0.006480971,0.01163665,0.1,FALSE,TRUE,20.61006212,0.791500032,0.007499993
200,2,0.000544033,0.30716371,0.5,FALSE,TRUE,20.79029465,0.756000042,0.036000013
200,2,0.016516861,0.021276553,0.5,FALSE,TRUE,20.57612443,0.777500033,0.00150001
200,4,0.005213514,0.010921448,0.3,FALSE,TRUE,37.42154074,0.790000021,0.013999999
200,3,0.004044417,0.015589283,0.1,FALSE,TRUE,29.03919864,0.813000023,0.000999987
200,5,0.005358762,0.250281006,0.1,FALSE,TRUE,45.76303983,0.819000036,0.007999986
200,4,0.007303269,0.282046244,0.1,FALSE,TRUE,37.46017027,0.791000038,0.003999978
200,5,0.005501018,0.042909481,0.4,FALSE,TRUE,45.89668965,0.79550004,0.002499998
200,3,0.000525534,0.038677771,0.1,FALSE,TRUE,29.26719403,0.788000047,0.00999999
200,4,0.002469681,0.010805379,0.2,FALSE,TRUE,37.36318684,0.789500028,0.001499981
200,2,0.015904009,0.042376458,0.1,FALSE,TRUE,20.70651197,0.797500044,0.000499994
200,5,0.008122725,0.064944292,0.2,FALSE,TRUE,45.77315402,0.804500043,0.007499993
200,4,0.006057313,0.206366399,0.3,FALSE,TRUE,37.49803257,0.78700006,0
200,4,0.008596211,0.025981891,0.2,FALSE,TRUE,37.49457693,0.801500052,0.000499994
200,2,0.000999857,0.082581514,0.5,FALSE,TRUE,20.71560431,0.797000021,0.011000007
200,2,0.001263388,0.016698694,0.4,FALSE,TRUE,20.66652536,0.799500048,0.00150001
200,4,0.003858344,0.243554587,0.3,FALSE,TRUE,37.51536775,0.78550002,0.005499989
200,3,0.000775958,0.073332042,0.4,FALSE,TRUE,29.24489379,0.776500046,0.006500006
200,3,0.002879492,0.040666371,0.2,FALSE,TRUE,29.07109714,0.792000026,0.002000004
200,3,0.004557532,0.113278321,0.3,FALSE,TRUE,29.06207538,0.814500064,0.009499997
200,2,0.005325762,0.047132081,0.1,FALSE,TRUE,20.68163347,0.81250003,0.014499992
200,3,0.004372742,0.094222758,0.5,FALSE,TRUE,29.08444691,0.808500022,0.005499989
200,5,0.000905014,0.113586001,0.3,FALSE,TRUE,46.043154,0.788000047,0.00999999
200,3,0.000753731,0.146932793,0.3,FALSE,TRUE,29.19573498,0.800500035,0.000500023
200,3,0.001280521,0.281639472,0.3,FALSE,TRUE,29.05371547,0.778000027,0.01000002
200,5,0.00293273,0.068750386,0.5,FALSE,TRUE,45.7814014,0.768000036,0.002000004
200,3,0.002850157,0.011619966,0.3,FALSE,TRUE,29.07751417,0.792500019,0.00150001
200,3,0.017999914,0.155081811,0.3,FALSE,TRUE,29.09583306,0.781500041,0.005500019
200,5,0.006644276,0.425797436,0.1,FALSE,TRUE,45.9247508,0.742000043,0.056999981
200,4,0.007883229,0.018727658,0.5,FALSE,TRUE,37.47036147,0.78700003,0.002000004
200,4,0.00393624,0.444608527,0.5,FALSE,TRUE,37.41815805,0.472500026,0.006500006
200,3,0.019100546,0.035628737,0.4,FALSE,TRUE,29.09142065,0.778000057,0.004000008
200,4,0.001815048,0.046008433,0.2,FALSE,TRUE,37.55901122,0.805500031,0.010500014
200,5,0.018418917,0.042871529,0.5,FALSE,TRUE,45.8245008,0.613000035,0.003000021
200,5,0.006628186,0.021295182,0.1,FALSE,TRUE,46.02438641,0.79400003,0.013999999
200,2,0.019334141,0.045180787,0.5,FALSE,TRUE,20.86542439,0.783500046,0.001499981
200,4,0.001968084,0.080197386,0.3,FALSE,TRUE,37.48635888,0.81250006,0.007499993
200,2,0.000619707,0.053772432,0.4,FALSE,TRUE,20.75586629,0.80400005,0.002999991
200,5,0.006646976,0.024679125,0.1,FALSE,TRUE,45.81561875,0.79400003,0.00999999
200,3,0.000657574,0.346086419,0.2,FALSE,TRUE,29.221838,0.796500027,0.00150001
200,4,0.001036782,0.190889684,0.2,FALSE,TRUE,37.60045862,0.790000021,0.000999987
200,4,0.007648063,0.217943492,0.2,FALSE,TRUE,37.45480609,0.791500032,0.000500023
200,3,0.000523562,0.023855094,0.5,FALSE,TRUE,29.39815211,0.79550004,0.011500001
200,2,0.000898752,0.012980778,0.2,FALSE,TRUE,20.81498718,0.794500053,0.006500006
200,4,0.000643742,0.01521117,0.4,FALSE,TRUE,37.79866409,0.794500023,0.005499989
200,2,0.001977957,0.02464769,0.2,FALSE,TRUE,20.66740513,0.787500054,0.004500002
200,3,0.000632396,0.051497393,0.3,FALSE,TRUE,29.31080437,0.797000021,0.002999991
200,4,0.001240137,0.011353842,0.2,FALSE,TRUE,37.60151815,0.801500022,0.00150001
200,5,0.004903641,0.465002482,0.2,FALSE,TRUE,45.86015272,0.594000027,0.125000015
200,4,0.001143036,0.112907942,0.1,FALSE,TRUE,37.61330938,0.805500031,0.005500019
200,2,0.010597414,0.258710022,0.1,FALSE,TRUE,20.58414006,0.810500056,0.009499997
200,5,0.003516577,0.288055854,0.3,FALSE,TRUE,45.74504542,0.711000025,0.065999985
200,2,0.010573442,0.012911903,0.2,FALSE,TRUE,20.58267975,0.800000042,0.002999991
200,3,0.014792872,0.351448052,0.5,FALSE,TRUE,28.99653673,0.510500014,0.017499983
200,2,0.005796205,0.255745657,0.5,FALSE,TRUE,20.70114636,0.78550005,0.00150001
200,5,0.000615202,0.019203054,0.5,FALSE,TRUE,46.15764117,0.542000026,0.033000022
200,4,0.003832799,0.200801185,0.1,FALSE,TRUE,37.49823952,0.801000029,0.012999982
200,4,0.001526693,0.359623711,0.5,FALSE,TRUE,37.50350666,0.353500023,0.061499998
200,2,0.000716058,0.077347344,0.3,FALSE,TRUE,20.7721231,0.793000042,0.00999999
200,3,0.00065872,0.015399403,0.1,FALSE,TRUE,29.137043,0.790500045,0.007499993
200,2,0.006614711,0.039267593,0.2,FALSE,TRUE,20.71566439,0.797000021,0.002999991
200,2,0.008977601,0.35064178,0.4,FALSE,TRUE,20.74451923,0.772500038,0.010500014
200,5,0.009424985,0.468043966,0.1,FALSE,TRUE,45.77709126,0.640500039,0.024499983
200,4,0.010741614,0.024091505,0.5,FALSE,TRUE,37.4880228,0.756000042,0.036000013
200,5,0.002472843,0.22932681,0.3,FALSE,TRUE,46.30042005,0.769000024,0.01699999
200,4,0.002005231,0.162996714,0.2,FALSE,TRUE,37.63900614,0.79550004,0.013499975
200,2,0.001583985,0.201429472,0.5,FALSE,TRUE,20.67191863,0.797500044,0.003500015
200,2,0.003073288,0.018837202,0.3,FALSE,TRUE,20.76546407,0.782500029,0.00150001
200,3,0.016200403,0.142418896,0.3,FALSE,TRUE,29.0863483,0.797500044,0.004500002
200,5,0.001102706,0.331852922,0.5,FALSE,TRUE,45.77222657,0.283000007,0.005999997
200,2,0.001446843,0.036558774,0.2,FALSE,TRUE,20.73151016,0.791000038,0.001000017
200,4,0.010081814,0.013204324,0.1,FALSE,TRUE,37.45829511,0.799500018,0.022500008
200,2,0.001971256,0.070788971,0.1,FALSE,TRUE,20.65937114,0.796500057,0.009499997
200,4,0.005112111,0.471718251,0.2,FALSE,TRUE,37.38866091,0.70450002,0.020500004
200,2,0.001721426,0.145338272,0.1,FALSE,TRUE,20.57098603,0.804500014,0.004500002
200,3,0.000725863,0.018620326,0.3,FALSE,TRUE,29.29784417,0.787500054,0.017500013
200,5,0.000869875,0.128405323,0.3,FALSE,TRUE,46.05566168,0.705000043,0.06400001
200,3,0.010437866,0.159386581,0.2,FALSE,TRUE,29.08545017,0.780000061,0.002000004
200,3,0.001441264,0.061317718,0.1,FALSE,TRUE,29.06867623,0.794500023,0.013500005
200,3,0.001001681,0.374094527,0.5,FALSE,TRUE,29.20745587,0.49650003,0.014500007
200,4,0.001097845,0.013058675,0.5,FALSE,TRUE,37.8467741,0.713500023,0.039499998
200,5,0.010264995,0.053264584,0.2,FALSE,TRUE,45.77756548,0.809500039,0.00150001
200,5,0.001123479,0.117143999,0.5,FALSE,TRUE,45.84294844,0.490500033,0.065500021
200,2,0.002226884,0.452739824,0.5,FALSE,TRUE,20.58399439,0.788000047,0.013000011
200,5,0.00072761,0.113312118,0.5,FALSE,TRUE,45.90587735,0.452000007,0.015000001
200,3,0.00256535,0.286504396,0.5,FALSE,TRUE,29.13175797,0.683500022,0.078500003
200,5,0.00199911,0.09877527,0.4,FALSE,TRUE,45.97249198,0.813500047,0.007499993
