200,3,0.0020799176327362316,0.0010076660558297147,0.4,False,16,True,True,65.45096564292908,0.19049999862909317,0.02250000089406967
200,3,0.0031987419296211446,0.001637146471972399,0.2,False,16,True,True,154.04967975616455,0.42250001430511475,0.2605000138282776
200,4,0.0020257799403013647,0.0005762972324273597,0.5,False,8,True,True,174.85695576667786,0.636000007390976,0.0020000040531158447
200,2,0.004061964680479933,0.00037247369161002685,0.2,False,16,True,True,97.78370523452759,0.6809999942779541,0.009999990463256836
200,5,0.0031547243214753978,0.00018040005910056008,0.30000000000000004,False,8,True,True,175.33836817741394,0.7105000019073486,0.02649998664855957
200,3,0.004800568021309365,0.001601876944604365,0.4,False,8,True,True,87.6578574180603,0.7565000057220459,0.016499996185302734
200,4,0.0020786307560962253,0.00030352897872852033,0.5,False,16,True,True,77.12026190757751,0.17249999940395355,0.004500001668930054
200,3,0.0022804060039765617,0.00024677363762003836,0.4,False,8,True,True,141.68610644340515,0.7644999921321869,0.0104999840259552
200,3,0.003774516126981021,0.00011245261482707976,0.2,False,8,True,True,103.27208113670349,0.7809999883174896,0.006000012159347534
200,4,0.008197294808702958,0.0010512937500469284,0.1,False,16,True,True,270.2504463195801,0.6599999964237213,0.02400001883506775
200,2,0.015292608793710935,0.01969415888001475,0.5,False,8,True,True,48.06560802459717,0.7685000002384186,0.0004999935626983643
200,4,0.013690134718233151,0.00024069169241530182,0.30000000000000004,False,8,True,True,56.887507915496826,0.6845000088214874,0.027500003576278687
200,4,0.0005723727834889096,0.00010339679211199447,0.5,False,4,True,True,151.30645060539246,0.4729999974370003,0.2540000006556511
200,2,0.014595616547245545,0.0022287456668417913,0.30000000000000004,False,8,True,True,37.21320581436157,0.738999992609024,0.011000007390975952
200,2,0.008714791013670797,0.00040138904887330817,0.4,False,4,True,True,27.236422061920166,0.7605000138282776,0.007499992847442627
200,5,0.0146075290350372,0.001157297842708388,0.1,False,16,True,True,314.776980638504,0.5519999861717224,0.013000011444091797
200,3,0.0045988069839652855,0.00013991996877681478,0.1,False,8,True,True,103.21971583366394,0.7784999907016754,0.003500014543533325
200,2,0.0029955674971220278,0.00023555857061297551,0.5,False,8,True,True,98.18777704238892,0.7635000050067902,0.013500005006790161
