lr,reg,dropout,init_k,ndim,nlayer,time,accuracy_mean,accuracy_std
3.2715777737417085e-05,0.0535189042862314,0.4,8,128,6,90.64613628387451,0.18800000846385956,0.02084865944240187
2.0421089564069426e-07,4.750934583965726e-06,0.15000000000000002,4,128,1,22.248828172683716,0.17133334279060364,0.03348963463059058
3.128696758039922e-05,0.006366103707025922,0.1,4,128,4,50.84984087944031,0.17766667902469635,0.0038586132552222707
0.0053455148350684744,1.0131951859042554e-06,0.25,32,128,6,67.98327994346619,0.1836666762828827,0.003681788621038874
0.008663345587037168,0.0006589800922102007,0.45,16,256,3,70.52609252929688,0.2146666795015335,0.02085398930726041
0.030139512276812212,1.0147532817357943e-08,0.15000000000000002,4,64,3,73.98313665390015,0.2556666781504949,0.012970056193806324
7.200222301474729e-05,9.054467499695882e-05,0.1,4,128,3,49.130584716796875,0.17233333985010782,0.02269116543881611
0.8916507388667352,0.00010421455824006676,0.25,32,64,1,15.11622929573059,0.20333334803581238,0.00946338034369687
0.011224314835522947,0.0002639973435620459,0.45,4,128,4,72.74588537216187,0.18466667334238687,0.010873001348572962
0.03322139255017768,0.0029899095919230477,0.15000000000000002,4,256,3,73.62653350830078,0.33366669217745465,0.003681788171342217
0.003118919410736597,0.0018565124810188945,0.35000000000000003,16,128,1,29.62017822265625,0.24366667866706848,0.055174469550611185
3.0962494139855507e-07,1.5244444813640433e-05,0.5,32,64,1,11.818955898284912,0.1720000058412552,0.003741653021951528
0.007418033695415631,7.67040057004284e-08,0.30000000000000004,32,128,6,76.8740713596344,0.18966667354106903,0.0077172265104445414
0.008949414057169891,0.0009211804061311434,0.35000000000000003,32,256,5,96.83653688430786,0.19233334064483643,0.01653951145292228
2.6090326517433895e-06,5.846693768261689e-07,0.30000000000000004,16,256,3,32.467522859573364,0.1566666712363561,0.006944224131798465
0.0006084293621454253,0.0020493526502027553,0.15000000000000002,16,128,3,54.663904905319214,0.19133334358533224,0.007930248991866057
5.410689525176574e-05,0.1352219825848496,0.2,4,128,6,104.22015762329102,0.17466667791207632,0.005312457761409825
0.0021440983433649243,3.764453170383136e-06,0.45,8,128,3,39.31149864196777,0.18700001140435538,0.018832597096437014
0.46611253311469625,1.452921973468013e-07,0.1,16,128,5,152.02321934700012,0.2743333528439204,0.0688444380158
1.4462730316873773e-06,0.234376032550591,0.1,16,128,2,37.229106187820435,0.11700000862280528,0.03395094680177539
0.6250474419763539,2.8900254335328008e-08,0.45,8,64,5,50.839707374572754,0.17733334501584372,0.008730537561823742
0.0008398666704443119,0.051191844611135684,0.5,32,64,1,22.221575498580933,0.15800000727176666,0.010198039237596612
6.999952317266889e-06,0.00014744555193451538,0.1,16,64,1,16.283050298690796,0.18666667739550272,0.01569147092825782
1.1750477457730885e-06,0.11359784646793118,0.5,32,64,3,39.30124878883362,0.16900000472863516,0.014514364794889783
6.304561402799118e-05,0.019019513550606576,0.5,32,256,4,47.12802505493164,0.15466666966676712,0.0232139802551376
0.017622667269861184,0.0001555808862722753,0.5,4,64,6,62.22581100463867,0.1776666740576426,0.009428095473442455
0.0019006193714049746,1.1728575975610172e-05,0.35000000000000003,32,128,1,47.60180115699768,0.23033334811528525,0.007318166936982243
4.4937491060747194e-07,7.4597777618947525e-06,0.15000000000000002,8,128,1,12.731372594833374,0.17266667385896048,0.013572852067460159
8.046482023218825e-07,0.5471955329471485,0.1,32,64,5,86.16007328033447,0.1983333428700765,0.0210765836167985
0.011488835616198925,3.2483726105652504e-08,0.5,16,256,1,30.296122550964355,0.3256666858990987,0.01371940636132899
9.271610098932637e-05,0.045272736509269614,0.4,16,128,6,92.1997938156128,0.1503333399693171,0.026849375590138922
0.00816419061517973,8.99682648253372e-06,0.5,16,128,4,74.07226204872131,0.1730000078678131,0.005715475482490218
0.0955731089147664,0.0012094689685131358,0.1,8,64,1,24.41837501525879,0.306000014146169,0.004966560873196304
3.6735831995958056e-05,0.0014876859842346316,0.25,32,128,1,14.14917254447937,0.1753333459297816,0.02254378639932485
0.005849313784032262,2.5070051633334997e-05,0.2,4,128,1,32.43393111228943,0.3126666843891144,0.010780640203709769
1.2741677566933447e-07,8.732447686628006e-05,0.45,16,128,5,78.15450239181519,0.1720000058412552,0.007483317991410536
0.7049050461003801,8.884701208254723e-06,0.1,16,256,1,29.195810556411743,0.3880000114440918,0.03505234511543623
0.14582039272892222,4.958576173054599e-07,0.2,16,256,4,107.63240432739258,0.2800000111262004,0.02006655995614258
6.483675163410327e-06,0.015253519384445486,0.5,8,256,6,71.47658276557922,0.1620000054438909,0.022464790113784775
9.221364039683855e-07,4.0462276102677777e-07,0.35000000000000003,4,64,4,46.48666453361511,0.1740000049273173,0.013735601041345347
0.38918931225028974,0.0958941939027295,0.25,32,64,5,75.05933332443237,0.18066667517026266,0.00047140547611959795
0.0009686283337523922,0.011987737847351795,0.35000000000000003,16,256,6,103.83965277671814,0.1913333386182785,0.006128257140605269
7.097952025390174e-07,0.09511544063696176,0.45,8,64,1,15.045750141143799,0.1763333429892858,0.003399346412532204
0.7941834146739684,0.0054729639426667675,0.45,16,256,4,82.80373668670654,0.21200000743071237,0.019815821657005933
1.5598973865185126e-06,0.00012601784520499057,0.15000000000000002,4,64,2,17.751593589782715,0.1280000110467275,0.03657868515491762
0.010657638408922915,0.028191614496954717,0.1,32,128,2,35.5861120223999,0.25333335002263385,0.007363576342684434
0.29456802730915527,6.342036478114239e-08,0.5,32,128,3,40.46101093292236,0.18700000643730164,0.021118711133629585
