nepoch,nlayer,lr,reg,dropout,verbose,early,time,accuracy_mean,accuracy_std
300,5,0.0007152606146581366,0.002755111186232148,0.5,False,30,386.83752393722534,0.37150001525878906,0.22350001335144043
300,3,8.339025250783793e-05,0.01896550925551014,0.4,False,30,361.4531145095825,0.34550000727176666,0.12350000441074371
300,4,1.1307603433881233e-05,0.014138728478705545,0.5,False,30,105.66465973854065,0.2199999988079071,0.025000005960464478
300,5,0.0001710777763536656,0.0021818290483935957,0.5,False,30,143.5459325313568,0.22850000113248825,0.005499996244907379
300,3,9.680118069919187e-05,0.0010106083797832713,0.5,False,30,256.5353035926819,0.3310000002384186,0.14399999380111694
300,4,8.560381687497195e-05,0.0010496316214965464,0.5,False,30,157.78538250923157,0.18000000715255737,0.0
300,5,0.0005275856319025571,0.0022518900230819082,0.4,False,30,622.3832004070282,0.56700000166893,0.029000014066696167
300,3,8.555909046743027e-05,0.08614498160638698,0.30000000000000004,False,30,64.43058633804321,0.18149999529123306,0.013499997556209564
300,4,0.0008546475236658831,0.0030999532279478875,0.30000000000000004,False,30,252.3215732574463,0.6145000159740448,0.005499988794326782
300,4,1.2248569490165883e-05,0.0026344981755741423,0.5,False,30,120.26399683952332,0.18699999898672104,0.001999996602535248
300,4,9.574008047019109e-05,0.0023222098221427597,0.4,False,30,344.82972168922424,0.2864999994635582,0.10749999433755875
300,3,0.0003294112331865058,0.005634422259481658,0.4,False,30,213.0746147632599,0.3995000049471855,0.21550000458955765
300,3,3.853729799606895e-05,0.006256205402337202,0.5,False,30,90.99849510192871,0.18199999630451202,0.00599999725818634
300,5,3.792853377238097e-05,0.01676382892760282,0.30000000000000004,False,30,254.78349423408508,0.18850000202655792,0.027500003576278687
300,4,5.733400766895425e-05,0.0019285532450327217,0.5,False,30,154.25185370445251,0.15699999779462814,0.027000002562999725
300,5,0.00016072593986932125,0.0012610553285435104,0.4,False,30,193.47231245040894,0.2084999978542328,0.012500002980232239
300,4,2.607025572399514e-05,0.0013366509233321048,0.5,False,30,124.17339706420898,0.17000000178813934,0.004999995231628418
300,4,0.00039128851839473556,0.04952619847207398,0.30000000000000004,False,30,513.6526205539703,0.5860000252723694,0.02799999713897705
300,4,1.2264582782187617e-05,0.026732878123994917,0.30000000000000004,False,30,102.88556981086731,0.1875,0.00849999487400055
300,5,0.0009371332087810407,0.017633059448924366,0.4,False,30,264.3613500595093,0.4150000140070915,0.23100001364946365
300,3,1.5168624798222617e-05,0.004895168080640529,0.5,False,30,75.89441585540771,0.14550000429153442,0.03450000286102295
300,5,0.0006878278229232689,0.01034103172883457,0.4,False,30,606.2502205371857,0.612500011920929,0.012499988079071045
300,4,0.0007302077875567267,0.028569199399562966,0.4,False,30,405.02652072906494,0.6305000185966492,0.015500009059906006
300,5,8.843414199057253e-05,0.0016062243301674221,0.4,False,30,112.91243720054626,0.1915000006556511,0.007500000298023224
300,4,6.811783262372107e-05,0.012720400970309539,0.30000000000000004,False,30,347.29771161079407,0.3724999874830246,0.14349998533725739
300,4,2.1343983550733265e-05,0.005425737095401276,0.5,False,30,135.53828501701355,0.11400000378489494,0.03500000014901161
300,4,0.0002707950213623807,0.0021345503229884834,0.5,False,30,349.3412854671478,0.38449999690055847,0.1525000035762787
300,4,0.00043632310644016356,0.06891337854011635,0.30000000000000004,False,30,272.1401689052582,0.41599999368190765,0.2149999886751175
300,5,4.22228909428407e-05,0.0031994534546011745,0.30000000000000004,False,30,184.0159637928009,0.18850000202655792,0.009499996900558472
300,4,3.7051706976276195e-05,0.0037453348908688218,0.4,False,30,88.97721314430237,0.18800000101327896,0.0040000006556510925
300,4,3.0408979496329674e-05,0.007860438640923688,0.5,False,30,112.4485514163971,0.20750000327825546,0.0064999982714653015
300,4,7.172729585733407e-05,0.002076931537919548,0.4,False,30,90.49204468727112,0.20399999618530273,0.009000003337860107
300,4,0.0004044704973196611,0.03129380732510916,0.30000000000000004,False,30,399.2135808467865,0.589000016450882,0.034000009298324585
300,5,0.00015013475095985684,0.08204919131087901,0.5,False,30,183.49825930595398,0.19900000095367432,0.00599999725818634
300,4,0.0001551066530650164,0.0024679743496373316,0.30000000000000004,False,30,500.5105836391449,0.5534999966621399,0.03149998188018799
300,4,0.0002371066032281096,0.0020861899589335255,0.5,False,30,332.6435172557831,0.3374999836087227,0.16449999064207077
300,4,4.915496333166535e-05,0.05433290138281912,0.5,False,30,118.3096911907196,0.2004999965429306,0.017499998211860657
300,3,1.2310337305019811e-05,0.0016180172372333346,0.30000000000000004,False,30,54.69948101043701,0.19050000607967377,0.0034999996423721313
300,3,6.417481778824961e-05,0.07614185477132857,0.30000000000000004,False,30,85.92349219322205,0.1655000001192093,0.0034999996423721313
300,4,0.000405798211069316,0.0010736582925142475,0.30000000000000004,False,30,443.44301986694336,0.5435000061988831,0.02649998664855957
300,5,0.00027024320181330606,0.016731201480503607,0.30000000000000004,False,30,642.0451939105988,0.5444999933242798,0.002499997615814209
300,3,0.0006596046748492339,0.020509281903148747,0.4,False,30,308.68696451187134,0.6254999935626984,0.031500011682510376
300,4,9.453876755630601e-05,0.01351446340486018,0.30000000000000004,False,30,590.0102360248566,0.45250000059604645,0.005500003695487976
300,5,0.00037541291942793964,0.017332283999625615,0.30000000000000004,False,30,314.2870054244995,0.3994999974966049,0.16050000488758087
300,4,0.00035491867016910166,0.026325095253034607,0.4,False,30,70.32107162475586,0.2069999948143959,0.01900000125169754
300,4,0.000211221300378251,0.0031001997992225415,0.5,False,30,322.5257213115692,0.317500002682209,0.135500006377697
300,5,0.0004638879563591342,0.036420612213291736,0.4,False,30,398.4851002693176,0.3920000046491623,0.15399999916553497
300,5,0.00014216538576575157,0.0022810057421681178,0.30000000000000004,False,30,722.360833644867,0.5010000169277191,0.01600000262260437
300,3,1.217262555641202e-05,0.0013902476364714218,0.4,False,30,149.03496384620667,0.1469999961555004,0.0559999980032444
300,4,0.0007041589730575555,0.0031645348925173444,0.30000000000000004,False,30,335.2895381450653,0.5995000004768372,0.002499997615814209
300,3,0.00014980520765131927,0.00144331844300111,0.5,False,30,445.53211426734924,0.5439999997615814,0.015000015497207642
300,5,1.2924621450160663e-05,0.09893550300722483,0.4,False,30,175.4510190486908,0.13200000301003456,0.05400000140070915
300,3,5.631280680388804e-05,0.0613113039776594,0.4,False,30,79.70280885696411,0.16849999874830246,0.004499994218349457
300,3,0.000520095903736508,0.005367914450122905,0.30000000000000004,False,30,233.67910361289978,0.6099999845027924,0.006000012159347534
300,3,3.973442583506313e-05,0.010916144057735432,0.5,False,30,93.89423894882202,0.1665000021457672,0.002499997615814209
300,3,0.0007448212684571204,0.0751452565868695,0.4,False,30,334.53993105888367,0.6324999928474426,0.00550001859664917
300,4,1.3386725297721874e-05,0.038237799607485856,0.30000000000000004,False,30,143.56284070014954,0.12949999794363976,0.05249999836087227
300,4,7.332121759518441e-05,0.08102805697381292,0.4,False,30,87.69278407096863,0.1730000004172325,0.006000004708766937
300,4,0.00027020507356740296,0.0015872074115963243,0.5,False,30,85.48877549171448,0.1900000050663948,0.03199999779462814
