200,2,0.000658544505553374,0.0003842633944115909,0.5,False,4,35.78852200508118,0.6535000205039978,0.0034999847412109375
200,3,0.01792689674201772,0.0003908394881838006,0.1,False,4,28.217365980148315,0.6700000464916229,0.0029999911785125732
200,5,0.011958240599416173,0.0016438723089972336,0.5,False,16,44.7050666809082,0.24250001460313797,0.0005000010132789612
200,4,0.016003495956980203,0.0007924411280364148,0.2,False,16,51.438857078552246,0.5955000519752502,0.002499997615814209
200,3,0.006906514797493842,0.00020443349350307677,0.5,False,8,28.055412530899048,0.6690000295639038,0.010999977588653564
200,3,0.010979999203386204,0.003775811184670748,0.5,False,16,28.510843992233276,0.5865000188350677,0.008500009775161743
200,6,0.002235664989674726,0.02275586987350597,0.2,False,4,19.766133308410645,0.6910000443458557,0.0040000081062316895
200,6,0.021106763424989017,0.0007738017243775435,0.30000000000000004,False,8,2.4901461601257324,0.7000000476837158,0.0040000081062316895
200,4,0.0017195226839872286,0.0001789899495314603,0.4,False,8,4.5113685131073,0.6820000410079956,0.0059999823570251465
200,4,0.003116114792404666,0.022844423855235607,0.5,False,8,3.930835247039795,0.6955000162124634,0.0015000104904174805
200,3,0.0009031718465683181,0.0002934425710572529,0.1,False,16,5.174746751785278,0.6295000314712524,0.00950002670288086
